18635	1876
11477	5423
18220	12116
16777	16440
17682	3676
1684	3928
2048	17637
7180	13278
6663	8431
9745	18271
12518	6513
5640	8138
16547	18224
15443	17205
13870	16259
18354	9368
5177	2368
5702	12402
1583	17622
10451	291
11210	12836
6372	10123
10404	17943
13613	9165
5507	10564
16918	10612
17411	1404
5855	995
1205	12722
19381	10142
12334	16613
19177	18565
8226	14251
2909	15470
16476	179
19147	10522
5948	5572
11575	6332
14775	16756
4457	13192
13083	3569
4539	10748
9876	9094
4632	17440
17722	15495
687	3850
15002	13752
836	11663
185	291
4715	11544
5527	9623
8410	13290
17558	6066
2087	9322
15811	8303
1193	6343
10335	13855
14718	10403
14018	16451
3930	836
15068	12202
7202	17551
8815	5938
7340	10127
19011	5223
3874	13690
5925	4229
9156	14752
1121	13542
8067	6392
6806	4687
15808	6701
5934	4251
13099	3143
17060	12337
16204	10377
14706	19354
5246	15065
10488	13075
15054	13329
16790	10806
13951	16436
6330	415
12939	1284
16908	5958
10822	12085
13101	1516
11726	4274
10072	14573
6647	13753
16512	18500
5394	6887
4834	1326
10844	2482
12750	5789
18770	7597
16636	17590
4705	11196
10566	8321
17994	10198
12424	18218
300	344
11919	2426
11866	8906
9542	17288
9711	6148
929	1749
16148	10897
15905	6521
13951	414
6713	4779
1974	13510
8801	583
14530	15101
6845	1989
5056	16871
14579	581
13751	18630
8766	8442
18512	12717
3802	4075
19349	14800
6078	16220
11879	15956
16258	5386
15364	10155
8543	16891
12631	3553
3171	5373
11137	7734
10123	17014
6335	10401
3694	12179
12954	10782
8816	12331
10999	1691
8415	14368
1307	14607
2307	10257
1950	17815
16387	11070
7273	1544
15945	18360
1590	214
407	11016
5889	6188
3855	5174
10160	2559
9632	3093
1249	17609
10350	2565
12155	752
10342	7903
5084	17475
13784	1145
3306	14762
7284	14245
9787	11475
2073	17845
16575	415
8392	3330
4797	12353
11081	7375
12873	6844
19092	3266
18072	8225
5956	8102
9728	13169
1924	8876
10658	5988
3450	8702
1811	8662
3898	11479
143	9432
18107	5421
10027	13869
13769	9096
6581	7965
7985	13578
11295	9396
10578	16525
9708	14120
8008	6663
8524	3127
8499	1803
18262	2557
10164	5887
14821	217
16911	1730
14755	3855
12265	11881
18816	16997
1215	16331
2554	5734
16238	12549
2036	13423
8256	10105
18961	7079
7201	9980
294	17125
19262	15833
859	16030
2996	15792
12836	8159
16317	11645
17210	13856
5165	4056
1308	16124
5461	4390
901	2827
15084	12552
13055	1356
4210	776
13643	3030
5990	12482
10600	4231
16393	16967
2286	9545
17010	12916
4828	2091
469	1424
8388	2227
16792	11609
7154	9713
13970	18563
11264	14990
14234	19182
17702	127
2526	427
17465	17399
1061	9968
1813	16722
18483	6002
5067	14618
4777	3754
4107	15311
9493	6634
72	17274
5548	3326
11866	10924
3343	13654
12826	8795
16832	17129
1070	11116
18804	9655
4171	3369
9893	16749
7438	16992
2907	377
5369	12210
13710	3628
5125	3808
9409	3550
17793	4081
6147	2418
17598	16509
306	15321
17714	18413
4461	17129
9936	2214
9993	1674
13084	11303
1197	9885
8162	3802
16924	7990
7372	12533
1970	8127
17482	18352
11700	16270
4265	13766
4723	11927
7318	18883
10346	10443
17502	8112
945	9144
8243	12950
2900	14729
9756	6238
17475	8375
18310	17240
6345	11372
10013	8760
4910	2203
1404	7936
10620	14876
15539	18837
11877	4901
10999	3620
1827	18839
12957	16234
4932	15829
7131	11774
15518	10747
9518	9600
14467	405
15192	723
6421	4896
17120	10218
12157	11488
9682	8904
18880	4177
15715	11386
6625	6234
7284	11659
8493	11099
15589	4684
7795	12922
18899	7232
13870	13291
10420	19317
809	18002
5765	285
19343	17872
1689	7
9054	15254
4776	4429
9047	16007
8544	19318
4992	16997
9434	4774
5304	3751
7682	7359
13604	3380
14615	18894
9728	1433
16704	2354
10579	6306
8177	1731
6880	11458
11948	5160
7407	4411
2634	17584
10016	15625
4931	6324
2146	9051
18455	12876
7478	488
17199	6653
977	11370
18759	14186
3740	18796
19237	17130
17485	6069
17942	894
6860	6198
7500	5126
7273	10466
11366	2008
3926	12400
12128	16867
10386	11417
4117	1076
5191	17513
1859	12661
14116	15566
17506	15858
8105	5679
15041	13627
1286	13731
9315	13298
5489	2794
10388	7387
9973	8865
16519	9521
15860	9368
12306	3266
3935	11217
17677	19310
13900	3348
5357	3574
10232	17765
13812	19096
12570	15406
11229	14878
3832	18032
14386	5279
5500	5243
6204	16962
2393	19456
8530	12427
12515	3346
3349	9683
12940	17800
9602	11357
617	5246
948	13064
4244	10581
3804	8257
15104	6952
1217	5499
7146	2738
6198	5039
9116	12344
1009	15776
10892	8447
6563	12560
13513	4380
18154	5084
9000	3897
4400	1853
14323	4924
10287	14603
1320	14035
13827	6290
6549	3471
9354	11097
17817	13636
11870	16003
2309	17932
3263	11117
908	12196
19417	7295
6914	4186
4262	5071
12466	9145
408	16217
18358	12750
12896	2045
18507	541
18759	14635
805	568
6425	17932
17225	8536
14916	16003
11823	1273
2571	4417
11991	3716
9206	6872
11190	546
3353	7229
7431	19437
3535	4423
9947	5117
3839	16441
11658	12066
1107	9682
418	12040
4791	10236
9213	10054
19023	16109
8702	12772
14035	14459
10541	5080
4651	16338
6265	10563
12729	11326
4609	1960
9571	17667
12232	14371
1815	8712
15087	512
10705	15911
10133	18299
359	16277
429	11745
2344	3594
3300	308
4694	6956
7990	17218
17928	2133
13248	19333
11275	15419
15451	4520
17241	1227
4111	9009
3788	8281
11591	1298
15459	6374
16115	11975
6319	7311
14182	12961
11483	7103
11584	4520
14102	13735
15655	1048
5709	3666
18560	15613
14753	18610
7978	11585
14937	8148
13221	8890
14243	15762
5563	9870
3642	10480
6415	1964
9336	17159
10057	1134
11493	14691
11269	16178
5858	5297
13592	12502
16809	3970
414	398
1903	11382
4147	517
4258	8139
4104	15011
15386	4010
8111	11448
5746	14627
574	19282
18829	12401
18115	15952
18573	17344
15595	13727
15812	7228
16921	3452
978	19157
6549	15640
1431	16248
16808	2147
4058	3443
5278	17050
8783	14201
18518	7224
8969	10170
16164	7193
11672	15496
19393	13516
4863	8628
1025	1715
580	15395
18367	9346
14792	9887
18818	11814
10261	4780
8327	5200
1042	17677
414	16357
17045	12191
6864	12137
6795	7966
13186	12017
12373	1138
14334	5316
19175	11200
16806	10594
13675	16332
16501	8279
12053	17913
6887	4434
17710	11218
11912	8321
5967	8706
5029	7178
10009	17480
9713	16555
15096	4424
3854	19022
11776	5154
9295	6968
45	7681
1480	11748
16286	10413
17435	4071
2519	17973
14290	9631
12670	8612
18527	5034
8601	11288
1464	14404
5660	3144
6939	2859
14440	6192
14435	17815
14491	3908
6737	3085
8981	10766
13984	4311
13618	11739
6224	4517
6468	12469
12232	15604
10542	9173
4945	2406
6536	12844
12313	18497
3915	7527
8269	5613
5529	1065
11057	17649
3268	1909
12791	11080
8920	11434
1614	12438
14030	13223
17880	163
12047	15749
15044	15415
9126	13165
11448	14055
2707	9859
4971	7019
2204	13037
508	8698
4344	11686
13687	1581
11505	3674
16471	8324
15475	11395
17156	14077
5927	8071
7663	3456
17770	9226
11852	10290
3323	5305
14126	5137
14593	10047
14861	3550
2547	3231
18651	2151
18321	4540
16870	13959
6210	5935
920	18540
8864	16711
16588	2218
9278	17498
5115	12003
3275	11745
5324	17553
1701	2261
1912	13377
8758	6001
8864	14227
9142	11785
2813	6199
4606	1693
15873	4476
2172	8052
8350	7786
14126	5674
915	12513
10274	15978
10237	4404
16649	18417
11177	3647
5654	9947
19167	15278
11682	6120
6468	11460
6668	14901
1898	9601
7041	5073
16112	12598
15279	3993
9063	15967
7741	6877
12915	17215
6338	12045
7221	11997
6	6907
5428	11500
19003	2389
3641	2455
14023	979
3279	10550
2834	8743
8545	11632
3748	2657
14461	3048
2452	676
11439	7333
14890	8575
11798	448
13450	14693
4666	15272
15300	2420
18441	5376
16880	8238
11481	5666
17780	17311
4204	16063
11324	17928
775	3599
16438	4436
16609	1683
11098	7207
688	11063
10318	16054
15236	12101
17651	12847
10322	15140
3331	15198
19273	6886
2168	15985
11191	7921
5872	3709
1987	1163
18147	16921
7325	443
1565	14514
16099	7689
11142	9823
3445	1662
9026	19428
9524	7655
13755	16325
14992	10193
17403	18341
13927	1512
8001	10080
2922	19135
18203	9206
16501	9742
11285	8852
15187	4931
8742	2395
14613	7173
4845	13959
4143	11771
4460	15735
1471	7593
9104	19314
18962	837
1849	17803
3514	2204
13369	17205
13097	5724
1331	6392
3992	5091
14870	7816
14784	13541
9390	2502
12175	9351
5502	6968
15169	9949
12611	19302
4836	14073
84	4471
593	14886
14362	206
8174	15048
17355	5446
15537	16850
1578	17185
17252	9465
16742	14412
671	10067
15861	12863
19032	11436
7846	3155
4328	9114
9166	12069
13392	17492
14749	404
10437	8901
2978	11967
2545	15421
4243	8042
8213	18382
4093	8460
15969	803
2037	15863
9179	19119
2859	18075
1055	16777
17414	5793
514	13722
18655	12116
7650	7158
9522	19368
2967	15515
18115	17303
13502	13362
15957	9438
8059	8275
7443	286
8233	9936
5657	17949
14979	5156
10031	8673
9722	3897
15744	1308
16724	18348
6192	5586
14105	9152
8704	14939
6367	3833
16667	2357
2705	4315
10885	7711
17810	16964
18965	14646
5533	3999
18813	1271
18712	12512
4056	8748
7900	18426
4594	5146
2274	15125
15499	16755
14082	4351
1926	594
15941	17324
19035	5538
14013	16534
5166	16623
486	7750
14286	17502
16254	3611
12341	10061
9613	6408
17416	2074
15648	13321
14226	18353
11440	15168
635	17961
4426	15632
17827	9372
4139	9483
1106	14399
11651	18666
7346	13742
15953	11241
8193	12886
14284	3331
16547	12339
18028	15083
18987	1480
10226	2947
6528	12727
7931	1226
12092	17302
16792	7496
14232	7425
351	9625
8888	14313
18364	16844
10356	16634
17649	14775
7893	14548
114	11487
8318	14840
11163	14502
4307	16315
13018	18066
5366	8275
13792	11570
17508	11034
14450	1294
6103	5420
11030	13329
9119	2290
7811	13526
15278	166
6178	2423
5640	11524
6754	6451
2650	5138
2192	1209
14036	14016
1180	12653
3607	11686
14360	2890
11514	240
18133	10328
10199	10473
1182	16148
12927	14580
9731	12214
4456	6299
12349	18818
13941	8190
4950	4136
5856	16869
11545	19114
7970	2405
3466	10684
6194	11360
17088	19378
15872	15863
2394	10678
11370	15153
6072	1516
17269	6811
4838	1281
17061	1909
12189	12654
11284	8979
1348	7077
4411	8506
8661	9577
19035	17745
18283	14629
6319	9336
6449	10189
2570	10104
18412	6918
12195	10931
11950	3332
6105	514
2573	6411
8813	11759
17912	13324
14187	18978
16867	10373
9363	2088
9332	18119
17917	11002
17090	6594
5800	17391
11318	6634
15858	16376
2104	10942
344	2912
16928	17141
9646	7618
6972	11425
10308	4630
9488	5801
9594	11597
8046	8248
19146	5158
15010	10622
3127	12915
12652	7306
15816	9065
10399	175
12584	11405
3637	1488
9726	4779
7210	1908
12561	14770
17790	16936
15357	14555
16410	5049
2299	5952
3542	573
3335	13489
4247	7143
7806	12893
12917	555
17164	12086
15591	6412
19022	14453
15208	6970
16650	15094
380	2402
10362	3460
349	8760
3549	11922
17395	144
10795	5401
17963	15438
17608	10761
2170	11299
969	17461
18355	5136
6645	4505
4932	8825
15879	14479
12171	8993
5756	16256
17320	6499
14529	6942
14216	19291
13186	7703
15910	1597
3749	2029
15594	18989
11159	10417
5837	1763
3145	4613
18725	12538
2765	3661
5787	1631
17197	3374
13282	15731
17115	15609
12654	15133
3066	57
9766	15578
4828	13963
5116	6562
321	5617
4839	3201
10455	2804
13764	3177
16004	19308
14878	2018
10647	2412
15876	10378
7695	9468
2257	18332
10441	13457
10623	18082
1160	4967
3205	13056
12929	15771
6654	17836
8931	1198
10411	18498
5775	5880
3958	4614
748	17995
17210	8483
8755	5520
13804	9709
14586	13506
13423	1286
12080	18315
14661	13327
16798	6707
18156	6294
8190	6257
8270	12271
6276	9883
18699	8415
7806	17249
16712	13309
14646	19128
1906	7672
9376	5006
13278	17726
13953	6786
1177	14406
146	7776
17670	4872
1226	2534
17193	14875
17350	5139
15630	9502
12880	18817
6057	18871
16529	15279
15658	10943
10654	12956
18447	14699
7639	8308
12406	177
8580	9407
9990	17546
4755	15091
6504	10937
6643	2637
11569	9901
4204	3686
12792	13600
13114	1125
2518	9181
5205	11724
1782	16836
7237	13229
16160	8526
9460	8763
15258	495
6730	3661
4789	14572
5154	16055
8559	12129
3493	13758
7954	1942
17811	10328
6383	11438
14915	11906
7666	15897
148	16567
9485	17186
4930	4513
6372	6476
19262	260
2591	14641
5935	12305
12985	810
18388	9065
17871	10232
7843	2423
2612	3036
14500	5618
14754	14348
10277	11341
18204	12750
16068	10484
14886	17479
14518	13826
1990	13156
9423	1758
13342	12869
7129	1026
16739	4940
14683	8923
1775	9459
14356	13817
14306	1454
16693	15429
725	13070
13128	16868
2040	16275
15240	4200
9463	1486
18379	15828
2904	5808
14291	10554
9736	11139
5582	13614
18292	56
8408	17443
18275	802
7262	9213
6112	5659
12226	10619
17547	4394
2218	18116
3698	3294
1768	12100
11189	724
11264	18319
18248	14291
12494	18512
834	16291
6289	17827
6022	4719
11799	2380
17153	16948
15498	2132
3612	16424
12916	9728
1415	18047
11326	18310
7168	12092
7554	15471
8496	12823
1849	13141
8663	16086
5128	16654
3492	9519
5768	9348
7219	18077
17172	8232
9985	12150
2358	1696
2418	15874
13182	2389
13590	19338
8336	10544
16488	17163
2818	8301
12998	14382
13498	18213
7780	7244
1829	14396
16897	8820
16529	6434
2795	5887
2469	12975
5004	7459
1938	19393
3104	11294
1372	8917
9750	15380
10826	4937
1912	12784
923	8605
16219	2180
16766	6176
11183	17803
9596	13464
13967	16950
14878	11232
17304	8563
13708	17892
16035	15528
6742	1873
3246	17289
10117	1373
10438	15616
7315	9492
14934	12138
16629	17589
18656	3762
15808	16760
3646	3037
9788	5096
12614	16921
5771	16278
16340	1457
2961	13000
17105	12733
9706	13799
9068	17593
12364	15020
395	15102
7595	3553
14298	12015
17655	7427
5250	5143
5164	17244
11250	5783
1326	4428
17027	17393
11861	2590
7335	6574
16339	6499
19331	14135
11166	13538
14890	6931
15975	18150
1531	18512
11830	3406
2746	8021
5367	7785
8155	11978
9848	7076
10920	9579
11011	17280
4079	9543
2332	14371
8008	9795
3921	8680
18529	7536
1629	12109
12478	11120
14290	14827
8693	12528
16236	8705
1588	2853
9334	8428
2542	4473
793	17918
9334	18483
8334	11473
2852	2894
9488	4778
12396	16161
17831	5860
16409	13846
3950	12438
3064	15609
13811	11495
8177	4303
16540	17101
9339	7983
15775	17390
2899	3801
17379	12420
1603	9596
7099	18854
11072	16633
15203	12488
2664	1097
87	537
10103	9614
15934	13652
1898	11678
6354	10939
502	12715
14274	6174
15051	4685
18164	9013
10453	5530
9333	16538
2655	5249
11466	3316
5269	7405
11807	1716
12135	12131
17729	10622
17415	767
8920	12182
6372	10151
5564	17933
8227	4409
2691	5253
15290	9505
17785	17142
8130	8970
4375	16747
17840	11172
5923	4572
8835	17388
5166	367
14082	7372
15159	12958
17819	14064
7769	9499
11356	1139
1174	13288
2086	5735
15029	3140
15394	4144
16057	10581
10541	7007
3722	8946
3481	11959
5874	6213
16343	13847
16608	13868
5970	3346
16231	18198
2467	6156
14324	13942
9381	17671
11588	15681
15674	10656
1623	15690
6781	4894
17773	4687
19394	2274
7207	19293
12872	14238
1449	7567
3322	7315
5395	17733
16977	16585
16907	10225
5126	13271
10359	4559
9789	6000
5267	8296
6516	5471
368	2579
18578	13362
14075	418
15262	16208
3932	17081
15064	7786
85	17326
10433	2287
12317	2208
4826	7405
7790	6584
18612	19198
4835	12001
8810	17829
11159	2564
10077	592
15542	859
3731	8037
15230	942
9543	1005
12877	7632
14709	16967
18847	2653
14490	14145
12360	1018
16487	51
18497	15462
13537	9349
5887	7471
6069	3057
10076	7960
2464	2608
7930	13032
18813	5855
271	7338
10749	15071
2950	15521
8989	10941
6109	944
18402	17139
15032	4105
7653	16235
5208	10318
11757	11596
12391	6047
14095	17866
8627	4139
1374	12957
4179	8280
8444	1477
6774	4062
6330	5810
13937	9611
17909	7129
14278	9779
9237	4415
607	3409
9104	5786
4894	8053
4897	11356
12507	4883
10887	10138
18200	183
11332	11331
5900	15813
3275	8106
6598	15903
19415	5925
2384	7568
7683	13596
5860	14929
13137	5225
8465	1049
12997	137
8021	13673
7633	14380
9410	10726
17483	6143
3791	9977
14583	12767
18676	8327
4621	13974
5542	15185
18516	17923
2393	6198
1247	15459
9776	2043
7329	14623
15443	8392
19417	498
15210	15846
5050	12561
13886	14221
17692	7419
17594	17160
17064	16836
11535	9816
10622	12512
16371	4734
3104	426
18565	19461
1868	5040
1484	3833
11158	4861
17052	6787
16087	15819
1668	4995
7123	18807
15150	17737
16230	5404
1153	2694
14515	1633
1115	19261
10287	7496
11537	17106
12623	12006
15993	5882
7305	2727
7210	1814
13423	4418
7477	11925
5226	19060
165	8737
1005	19049
7659	1402
52	3604
15279	14733
8022	18852
17789	8680
18039	8973
5363	19369
14467	13606
3731	3056
7874	2993
4480	16428
13894	13065
5740	8454
14817	2885
4317	18407
17261	14692
18325	15997
7490	9682
12210	14540
10231	3333
11531	16545
13096	2832
15189	3084
12488	11743
13626	13863
11746	8512
10140	18865
6664	6161
13707	3875
214	3584
826	6744
8400	8663
5730	12534
12825	5426
19000	5072
777	2257
16215	11024
17730	3803
5306	2834
4581	6536
10746	11952
18001	19416
8594	7443
15863	16735
1605	17477
7491	6894
7346	18844
9549	8339
19268	1007
5117	9213
17534	7407
17408	2611
13589	3320
2329	12502
4001	12465
7380	519
16593	13181
12087	2909
6930	9303
17174	10898
6644	5031
5796	4454
10243	19177
258	547
10549	15098
7431	4590
15035	10400
7986	14476
2584	4556
5656	9165
8048	16302
8532	7986
5361	13279
227	13099
10653	3591
13990	17866
3287	3854
6783	7625
1843	15226
14195	10998
3277	815
16642	19399
18008	18792
4098	9242
6230	9469
10989	12782
8084	15066
14831	3380
7497	17114
10158	3725
1221	17587
17794	8266
7005	10428
9534	2701
7608	5012
18513	16978
16089	10979
13443	2511
18455	1858
10399	11755
4844	16420
17102	17558
2239	7223
8915	13770
5448	4599
15214	7831
9088	10435
3903	11719
4397	8241
2357	11785
10735	15858
265	10822
14393	3388
12077	14462
11153	7783
4274	1952
3557	12276
9546	10251
18602	16089
15577	666
5076	4553
4112	10373
15230	10514
3432	7648
10439	11466
11701	3627
6556	9160
18898	15620
18482	17863
7007	17882
7722	4258
10844	6021
1177	18387
18443	6237
8766	18853
3165	14805
12788	15911
6106	17004
14857	8185
19334	15816
18965	2097
17403	7597
14324	8337
17314	5284
14887	7415
1108	12712
10074	18836
8210	5210
8707	11734
3128	7502
1561	9134
8650	13562
5115	9057
19464	2569
15713	16976
1401	8280
660	5586
14072	1221
19271	13573
6860	16961
16951	11491
5901	2604
13030	916
7823	8827
11588	12951
13415	11639
16333	11667
16678	1067
17607	4167
17646	16467
18660	3700
8586	14850
1667	5853
19249	16797
8728	9616
16578	7349
19101	7954
18583	10979
13965	8614
14984	14772
13042	3302
2344	7775
2200	403
9787	3477
16755	6840
11786	16610
16075	15569
10977	8505
17163	17066
18881	1988
11326	3275
10724	14359
5574	3418
6080	12537
551	11061
428	14676
12136	8684
10642	7158
8000	13473
1022	4038
8691	12856
12076	7452
6224	15659
16949	3411
18856	16158
4593	13999
3827	14070
17816	8077
8880	4961
9695	9781
6719	3417
2875	18395
16471	4216
842	19077
18442	16719
3376	7175
1717	14519
2204	3841
89	17549
7327	14063
13648	18059
7583	14963
824	2723
9730	7017
9673	6990
9285	7026
10602	1245
14912	289
8787	1077
18473	4657
692	13431
10435	12048
4763	1182
16639	9665
14518	3010
7778	14911
8953	14884
15541	11090
12223	5767
16862	10122
9358	18607
19008	15502
2987	7968
1251	23
2831	152
5472	12156
7177	13960
2743	13638
8556	4977
11515	1526
1258	14820
3136	17604
18997	8779
17113	16123
615	10257
8656	10497
448	6667
10261	15568
18120	4951
8946	11348
1577	2309
479	1135
13306	522
1289	10611
3812	3626
7043	15824
6412	13510
13622	10043
696	16265
4603	2630
2878	3550
8483	656
12723	11040
6246	8478
17343	2984
2272	12126
2817	2354
6288	17982
4584	6324
3977	6048
16810	16664
17402	827
16933	11588
17049	14304
14991	10807
10606	9705
18293	15305
1157	13691
13392	2950
5100	9519
8919	9158
4459	2474
3362	12841
14705	13313
17790	16810
7536	9945
8460	678
10897	3752
18811	4428
13703	11133
7257	10760
8052	8091
7778	77
12839	954
6466	15596
10200	14315
16638	8188
5955	6162
17901	14867
18467	4577
15508	18242
17111	63
15025	821
8188	10736
493	7757
3767	13619
16290	13717
2065	2984
5112	15752
5332	16888
9171	4730
13927	8650
18955	1031
4025	3983
13411	4722
13180	17190
9542	17495
3883	17574
11444	14861
2229	18671
5085	5706
6973	17785
4904	10749
834	6513
235	14929
19244	651
6437	5856
7385	4689
13169	1063
567	10906
17831	5750
6447	18845
10446	7883
13759	1655
14544	3492
8648	5248
13098	14433
12542	2603
4532	15800
1906	16622
17198	7578
4601	8004
4296	2427
5331	14544
7111	15449
14975	18858
9573	14209
4466	13437
4773	15564
6780	7578
2096	6018
5252	1209
7796	352
9690	18358
19173	1187
1266	12414
11108	1885
14025	11257
6290	1046
5252	14432
13880	18935
7341	18096
19023	13749
7136	5083
9361	1538
743	5784
7133	6248
103	15155
14099	2727
12810	17738
10789	16480
509	7565
12743	10478
9638	4230
10353	10367
10174	5990
7779	12105
1148	15685
3396	14008
15359	12436
4142	14781
10624	18791
15385	12200
4858	11824
1899	393
13932	6215
15018	14028
549	7472
11435	8952
18395	6292
47	17547
5061	16193
15451	7475
1518	6232
15864	14743
398	4406
13651	13264
13146	5430
13215	7716
926	11785
10767	714
18497	9483
16984	4397
691	19089
14797	13084
14647	14485
3399	4529
15034	13541
2406	3175
6803	9517
4944	1067
6306	12494
14615	15507
730	8028
14578	12933
5980	13335
658	2683
8899	6997
14593	6096
2233	17386
19204	8330
12154	8904
18723	18348
5573	229
1151	10635
16969	7151
3104	10622
1457	6554
15771	5790
7265	12578
19428	12819
17291	3187
17216	6518
14050	10062
10480	15456
18554	9196
17724	7009
6538	4782
6163	16833
13966	19440
14664	7675
12402	11676
16142	10395
16455	12331
19243	12087
7022	8576
10095	9280
17795	8474
14903	14766
6692	10650
5308	5634
404	9092
8750	19096
5147	8931
10038	13655
4122	10245
43	8787
96	13504
17925	15815
4045	9624
8946	8186
9028	16832
6104	7663
4538	11826
6207	18058
1222	15684
12536	1061
6407	10866
13788	4924
10712	9509
889	9938
7913	16105
17751	16856
3270	7971
11470	15141
16408	14532
9081	18344
18355	7612
16369	10855
14187	19258
15707	14089
9711	15486
10325	6673
5448	8567
5621	13291
3355	17393
9582	17651
17972	251
15176	10390
8275	19226
6760	6974
10522	12871
4024	13022
10304	5961
6556	8187
14940	5016
7136	12360
6422	8146
11110	3581
13350	5091
2914	6905
6750	11203
9524	2087
2152	10204
1591	287
3307	6960
7671	3205
5866	11105
16615	16462
5868	14489
11290	7677
16884	4704
9417	7229
1500	18486
10926	1297
10416	10339
5929	7261
4681	15989
13779	11708
12840	15713
9376	14082
10529	16411
16416	19073
2569	1220
13125	17069
1096	5026
191	8168
14960	15987
7663	7468
8718	4820
3236	12308
761	13637
4015	3647
17889	8226
15746	8608
7647	10352
7135	11552
7189	3069
14623	8877
9730	1253
19243	12524
17613	18977
4454	15300
10838	13997
19440	11538
8207	1026
17090	12020
5285	6301
17692	15793
11477	13670
17913	5297
8866	1506
7243	16095
16677	6700
7597	6333
955	15657
5830	11062
17518	3133
13153	16486
11356	1642
13605	12104
11273	10497
924	3799
14265	6130
17183	9939
3472	4219
18535	16982
17205	3184
14266	16505
19000	721
10834	16890
7197	11204
13497	4648
9737	18087
13478	1133
1369	3276
4089	5465
18079	14752
4722	17394
14302	7123
14537	5120
4786	5681
10243	17494
12459	3143
261	18989
2741	19223
6729	6081
11888	2852
17870	1622
10980	19110
9238	17144
1553	14162
15384	5244
5541	9237
5972	3339
191	7228
8063	5784
12816	19110
2709	15181
2119	13923
11272	687
17217	4939
